Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
97062,No,No,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Web development or web design,"1,000 to 4,999 employees",Educator or academic researcher,6-8 years,6-8 years,I am not interested in new job opportunities,Between 1 and 2 years ago,,,,,,,,,,,,,,,,,,,
97445,Yes,Yes,China,No,Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer;Designer;Front-end developer;Full-stack developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,,20000,JavaScript;TypeScript,,Mac OS;Serverless;Firebase,Angular;Node.js,Eclipse;Visual Studio Code,MacOS,2,Yes,Somewhat agree,8,Multiple times per day,Yes,Daily or almost daily,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I have one but it's out of date",,Yes
97491,Yes,Yes,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,Fewer than 10 employees,Back-end developer,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5.0,9000,C++,,Windows Desktop or Server,,Visual Studio;Visual Studio Code,Windows,1,Yes,Somewhat agree,7,Daily or almost daily,Yes,A few times per week,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
97517,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer,12-14 years,6-8 years,I am actively looking for a job,More than 4 years ago,4.0,,C#;JavaScript;SQL;HTML;CSS,SQL Server,Windows Desktop or Server,,Notepad++;Visual Studio,Windows,1,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,Daily or almost daily,Yes,"No, I know what it is but I don't have one",5,Yes
97708,No,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","5,000 to 9,999 employees",Full-stack developer;QA or test developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,10.0,6500000,JavaScript;Python;Bash/Shell,MongoDB,,Django,Eclipse,Linux-based,2,No,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",7,I'm not sure
97791,Yes,No,Japan,No,Employed full-time,Some college/university study without earning a degree,I never declared a major,"1,000 to 4,999 employees",Front-end developer;Mobile developer,12-14 years,,,,,,C#;Java;JavaScript;PHP;TypeScript;HTML;CSS;Bash/Shell,MongoDB,AWS,Node.js,Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,MacOS,2,No,Neither agree nor disagree,,,,,,,,
97826,Yes,Yes,China,"Yes, full-time",Employed full-time,Primary/elementary school,,10 to 19 employees,Back-end developer,9-11 years,,,,,,Java;JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;SQLite,Linux;Mac OS,,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;PHPStorm;PyCharm;RubyMine;Sublime Text;Vim;Xcode,MacOS,2,I'm not sure/I don't know,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,I'm not sure / I can't remember,,"No, I didn't know that Stack Overflow had a jobs board",,,No
98052,Yes,No,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A social science (ex. anthropology, psychology, political science)",Fewer than 10 employees,Back-end developer;Front-end developer;Full-stack developer,0-2 years,3-5 years,I am actively looking for a job,More than 4 years ago,7.0,280000,C;JavaScript;Ruby;SQL;HTML;CSS,MySQL;PostgreSQL;SQLite,AWS;Heroku;iOS;Linux,,Atom;Notepad++,Windows,2,Yes,Somewhat agree,10 (Very Likely),A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",10 (Very Likely),No
98106,Yes,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,100 to 499 employees,Back-end developer;Front-end developer;Full-stack developer;System administrator,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,9.0,20000,JavaScript;SQL;HTML;CSS;Bash/Shell,,Salesforce,,Vim,Linux-based,1,No,Strongly agree,10 (Very Likely),Daily or almost daily,Yes,Daily or almost daily,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
98144,Yes,No,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Front-end developer,6-8 years,,,,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,No
98277,Yes,Yes,Japan,No,Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)",,"5,000 to 9,999 employees",Educator or academic researcher,15-17 years,,,,,,Objective-C;Perl;Python;R;Swift;HTML;CSS;Bash/Shell,,Mac OS,,Xcode,MacOS,2,Yes,Somewhat agree,8,A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,,I'm not sure
98305,No,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Database administrator;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,6.0,,C#;CoffeeScript;F#;Java;JavaScript;SQL;TypeScript;VBA;HTML;CSS,MongoDB;Redis;SQLite;Oracle,Linux;Mac OS;Windows Desktop or Server,Angular;Node.js,Eclipse;Emacs;Notepad++;Visual Studio;Visual Studio Code,Windows,2,No,Somewhat agree,10 (Very Likely),Multiple times per day,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
98306,Yes,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",DevOps specialist;Mobile developer,6-8 years,6-8 years,I am actively looking for a job,Between 2 and 4 years ago,6.0,52000,Java;PHP;Swift;HTML;CSS;Bash/Shell,MySQL;SQLite,Android;AWS;iOS;Mac OS;WordPress;Firebase,,Android Studio;Atom;Visual Studio Code,MacOS,2,Yes,Strongly agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",10 (Very Likely),Yes
98358,Yes,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)",100 to 499 employees,Back-end developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,,,,,,,,,,,,,,,,,,,
98394,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Front-end developer;Full-stack developer,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,10.0,5000,Go;JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,MySQL;Elasticsearch,AWS;Heroku,React,Sublime Text,MacOS,1,Yes,Somewhat disagree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",8,Yes
98530,Yes,No,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Game or graphics developer,6-8 years,0-2 years,I am not interested in new job opportunities,Between 2 and 4 years ago,4.0,328000,C;C++;C#;Java;Python,,Android;iOS;Windows Desktop or Server,,Android Studio;PyCharm;Sublime Text;Visual Studio,Windows,2,Yes,Neither agree nor disagree,10 (Very Likely),Less than once per month or monthly,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",7,I'm not sure
98645,No,No,South Korea,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer,15-17 years,9-11 years,I am actively looking for a job,More than 4 years ago,,55000000,C;C++;Java;SQL;Bash/Shell,Redis;MySQL;Oracle;MariaDB;Elasticsearch,AWS,Spring,Eclipse;Notepad++;Vim,BSD/Unix,2,I'm not sure/I don't know,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
98656,Yes,No,China,No,Employed full-time,Some college/university study without earning a degree,"Another engineering discipline (ex. civil, electrical, mechanical)",10 to 19 employees,Front-end developer,3-5 years,,,,,,JavaScript;HTML;CSS,,,,,,,,,,,,,,,,
98781,No,No,South Korea,"Yes, full-time",Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Embedded applications or devices developer;Engineering manager,30 or more years,30 or more years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,2.0,100000000,Assembly;C;C++;C#;Matlab;Python,SQL Server,Windows Desktop or Server,.NET Core,Atom;Visual Studio,Windows,2,No,Strongly disagree,7,Daily or almost daily,I'm not sure / I can't remember,,"No, I didn't know that Stack Overflow had a jobs board",,,Yes
98800,Yes,Yes,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,"10,000 or more employees",Data scientist or machine learning specialist;Full-stack developer,18-20 years,18-20 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,10.0,,JavaScript;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server,Linux,,IPython / Jupyter;Notepad++;Vim,Linux-based,3,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",5,Yes
98821,Yes,No,Singapore,"Yes, part-time",Employed full-time,,,"5,000 to 9,999 employees",Front-end developer,9-11 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,,,,,,,,,,,,,,,,,,,
98841,Yes,Yes,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",100 to 499 employees,DevOps specialist;Full-stack developer,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,2.0,7000,C;C++;C#;Python,MongoDB;Redis;MySQL;Oracle,Linux;Raspberry Pi;Serverless,Node.js,IntelliJ;Notepad++;Vim;Visual Studio Code,Linux-based,3,No,Somewhat disagree,10 (Very Likely),A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, I have one but it's out of date",,I'm not sure
98842,Yes,Yes,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer,15-17 years,9-11 years,I am not interested in new job opportunities,Between 2 and 4 years ago,,,,,,,,,,,,,,,,,,,
98861,Yes,No,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","5,000 to 9,999 employees",Designer;Front-end developer;Game or graphics developer;Mobile developer;Product manager,12-14 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,2.0,1600000,C;C++;JavaScript;Matlab;Objective-C;Swift,MongoDB;Redis,AWS;Gaming console;iOS,Node.js,Sublime Text;Xcode,MacOS,1,No,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
98882,No,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Full-stack developer,3-5 years,,,,,,Assembly;C;C++;Java;Python,MongoDB;MySQL;Oracle;MariaDB;Elasticsearch,AWS;Linux;Mac OS,Spark,Atom;IntelliJ;IPython / Jupyter;PyCharm;Sublime Text;Vim,MacOS,More than 4,No,,,,,,,,,
98991,Yes,No,China,No,Employed full-time,Some college/university study without earning a degree,Web development or web design,500 to 999 employees,Mobile developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,6.0,15000,C#;Java;JavaScript;Objective-C;Swift,,iOS;Mac OS,,Sublime Text;Xcode,MacOS,1,No,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, I have one but it's out of date",5,Yes
98996,No,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)","10,000 or more employees",Mobile developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,10.0,15000,Java,SQL Server;SQLite,Android,,Android Studio;IntelliJ;Visual Studio,Windows,2,Yes,Somewhat agree,,,,,,,,
99089,Yes,Yes,Japan,No,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,6-8 years,0-2 years,I am not interested in new job opportunities,Less than a year ago,9.0,120000,Go;JavaScript;Python;Scala;SQL;HTML;Bash/Shell,PostgreSQL;Amazon DynamoDB,AWS;Linux;Serverless,Node.js;TensorFlow,Atom;Eclipse;IntelliJ,Linux-based,1,Yes,Strongly disagree,8,A few times per month or weekly,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,No
99169,Yes,Yes,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Full-stack developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,,C;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;HTML;CSS;Bash/Shell,MySQL,Linux,Angular;Node.js;TensorFlow,Vim,Linux-based,2,Yes,Somewhat disagree,6,Daily or almost daily,Yes,A few times per month or weekly,"No, I didn't know that Stack Overflow had a jobs board","No, I know what it is but I don't have one",,Yes
99329,No,Yes,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Mobile developer,3-5 years,,,,,,C;C++;Java;Python,SQLite,Android;Linux;Windows Desktop or Server,,Android Studio;Notepad++;Vim,Windows,1,Yes,,,,,,,,,
99427,Yes,Yes,China,"Yes, full-time",Employed full-time,Some college/university study without earning a degree,Mathematics or statistics,Fewer than 10 employees,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,5.0,,Java;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;Oracle,Android;Linux;Windows Desktop or Server,Node.js;Spring,Android Studio;Eclipse;IntelliJ;Notepad++;Sublime Text;Vim;Visual Studio,Windows,2,Yes,Somewhat disagree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
99518,No,Yes,China,"Yes, full-time",Employed part-time,Some college/university study without earning a degree,"Information systems, information technology, or system administration","10,000 or more employees",Database administrator;Designer,3-5 years,,,,,,,,,,,,,,,,,,,,,,
99557,Yes,No,Japan,No,Employed full-time,Some college/university study without earning a degree,"A humanities discipline (ex. literature, history, philosophy)",10 to 19 employees,Back-end developer;Front-end developer,3-5 years,3-5 years,,,,,,,,,,,,,,4,A few times per month or weekly,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,No
99712,No,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Data or business analyst;Data scientist or machine learning specialist;Engineering manager,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,10.0,80000,C++;Java;Python;R;Ruby;Scala;SQL;VB.NET;Bash/Shell,MySQL;PostgreSQL;SQLite;Oracle;Apache HBase;Apache Hive;Amazon Redshift,Azure;Linux,.NET Core;Django;Hadoop;Spark;TensorFlow,IPython / Jupyter;Notepad++;Sublime Text;Visual Studio Code,Windows,1,Yes,Strongly agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,,Yes
99796,Yes,Yes,China,"Yes, full-time",Employed full-time,Associate degree,"Computer science, computer engineering, or software engineering",500 to 999 employees,Full-stack developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,7.0,10000,C;Java;JavaScript;SQL;HTML;CSS,Redis;MySQL;Oracle,Linux;Windows Desktop or Server,Spring,Eclipse;Notepad++;Vim,Windows,1,No,Somewhat disagree,6,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
99799,Yes,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,20 to 99 employees,Back-end developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,5.0,150000,C;C++;Java;Delphi/Object Pascal,SQL Server;MySQL,Linux;Windows Desktop or Server,Django;Spark;Spring,Sublime Text;Visual Studio,Linux-based,1,Yes,Strongly agree,7,Daily or almost daily,Yes,A few times per week,Yes,"No, I know what it is but I don't have one",4,Yes
99839,Yes,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,9-11 years,3-5 years,I am not interested in new job opportunities,Less than a year ago,6.0,420000,C#,SQLite,Android;iOS;Windows Desktop or Server,Xamarin,Visual Studio;Visual Studio Code;Xcode,Windows,2,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",6,I'm not sure
99881,No,Yes,China,"Yes, part-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer;Embedded applications or devices developer;Full-stack developer;QA or test developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
99925,Yes,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Data scientist or machine learning specialist,3-5 years,,,,,,,,,,,,,,,10 (Very Likely),Daily or almost daily,Yes,,,,,
100027,Yes,Yes,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;DevOps specialist,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,9.0,,Java;Python;Scala;Bash/Shell,MongoDB;Elasticsearch,Arduino;Linux;Raspberry Pi;Firebase,Spark;Spring,Eclipse;IntelliJ;PyCharm;Visual Studio Code,Linux-based,1,Yes,Somewhat disagree,8,A few times per week,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",8,I'm not sure
100183,Yes,Yes,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","1,000 to 4,999 employees",Front-end developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,3.0,16000,JavaScript;TypeScript;HTML;CSS;Bash/Shell,MongoDB;MySQL;SQLite,Android;iOS;Mac OS,Angular;Node.js;React;Cordova,Sublime Text;Vim;Visual Studio Code;Xcode,MacOS,1,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",10 (Very Likely),Yes
100195,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;DevOps specialist,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,7.0,6000,C#;Go;JavaScript;SQL;Bash/Shell,MongoDB;SQL Server;PostgreSQL;Elasticsearch,AWS,.NET Core,Notepad++;Visual Studio;Visual Studio Code,Windows,2,Yes,Neither agree nor disagree,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",7,No
100216,Yes,Yes,Japan,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Designer;Product manager,12-14 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,5.0,"8,200,000",C;C++;C#;JavaScript;SQL;VBA;VB.NET;Visual Basic 6;Delphi/Object Pascal;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL,AWS;Azure;Linux;Mac OS;SharePoint,.NET Core;Spring,IntelliJ;Visual Studio Code,MacOS,2,Yes,Somewhat agree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
100266,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",10 to 19 employees,Database administrator,3-5 years,0-2 years,I am actively looking for a job,Less than a year ago,,900,C;C++;C#;Java;JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL;PostgreSQL;MariaDB;Google Cloud Storage,Android;Google Home;Mainframe;Windows Phone;WordPress,Angular;Node.js;Spring,Android Studio;NetBeans;Notepad++;Sublime Text,Windows,More than 4,No,Somewhat agree,9,Daily or almost daily,Yes,A few times per week,Yes,"No, I have one but it's out of date",9,Yes
100278,Yes,Yes,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","10,000 or more employees",Embedded applications or devices developer;Front-end developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,,C;JavaScript;Lua;TypeScript;HTML;CSS;Bash/Shell,SQLite,iOS;Linux;Mac OS;Raspberry Pi,Angular;Node.js;React,Visual Studio Code,Linux-based,3,Yes,Strongly disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
100289,Yes,No,China,No,Employed full-time,Some college/university study without earning a degree,"A social science (ex. anthropology, psychology, political science)",100 to 499 employees,Front-end developer,9-11 years,,,,,,CoffeeScript;JavaScript;HTML;CSS,,Windows Desktop or Server,Node.js;React,Visual Studio Code,Windows,2,Yes,,,,,,,,,
100309,No,Yes,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer,6-8 years,,,,,,,,,,,,,,,7,Less than once per month or monthly,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",5,I'm not sure
100541,Yes,No,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,"C-suite executive (CEO, CTO, etc.);Full-stack developer",18-20 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,4.0,9000000,JavaScript;Ruby;HTML;CSS;Bash/Shell,Redis;MySQL,AWS;Linux;Mac OS,Node.js;React,Vim,MacOS,1,Yes,Somewhat disagree,9,Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",6,Yes
100548,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Front-end developer;Mobile developer;QA or test developer,6-8 years,3-5 years,I am not interested in new job opportunities,Less than a year ago,7.0,5250,C#;Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,Android;Windows Desktop or Server,.NET Core,Android Studio;IntelliJ;NetBeans;Visual Studio,Windows,1,No,Neither agree nor disagree,6,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,,Yes
100696,Yes,Yes,China,"Yes, full-time",Employed full-time,Some college/university study without earning a degree,Web development or web design,10 to 19 employees,Designer;Front-end developer;Full-stack developer,9-11 years,9-11 years,I am actively looking for a job,Less than a year ago,,,JavaScript;Python,SQL Server,AWS;Azure,Node.js;React;TensorFlow,Emacs;IPython / Jupyter;Visual Studio Code,MacOS,2,Yes,Strongly disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
100698,Yes,Yes,China,"Yes, full-time",Employed full-time,"Professional degree (JD, MD, etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,"C-suite executive (CEO, CTO, etc.);Data or business analyst;Data scientist or machine learning specialist;Database administrator;Designer",6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,4.0,,Java;Python;SQL,Redis;SQL Server;MySQL;Oracle;Apache HBase;Apache Hive,Linux,Hadoop;Spark;Spring;TensorFlow,Eclipse;PyCharm;Visual Studio;Zend,Windows,2,Yes,Somewhat agree,9,A few times per month or weekly,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
100974,No,No,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,4.0,,C++;Go,MySQL,Linux,,IntelliJ,Linux-based,1,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
101173,Yes,Yes,China,No,Employed full-time,"Professional degree (JD, MD, etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,"C-suite executive (CEO, CTO, etc.)",18-20 years,,,,,,,,,,,MacOS,,Yes,Somewhat agree,,,,,,,,
