Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
56727,Yes,No,Singapore,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,"Back-end developer;C-suite executive (CEO, CTO, etc.);Front-end developer;Full-stack developer;System administrator",9-11 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,9.0,,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,Cassandra;Redis;MySQL;MariaDB,Google Cloud Platform/App Engine;WordPress,,Sublime Text,Windows,1,Yes,Strongly agree,9,A few times per week,Yes,A few times per month or weekly,Yes,"No, and I don't know what that is",5,Yes
57567,Yes,Yes,Singapore,No,Employed full-time,,,,Mobile developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,5.0,2300,Swift,,iOS,,Xcode,MacOS,1,No,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,Yes,"No, I have one but it's out of date",5,Yes
62942,Yes,No,Singapore,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",,Back-end developer;Data or business analyst;Database administrator;DevOps specialist;QA or test developer;System administrator,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,4.0,4600,C#;Java;JavaScript;Matlab;Objective-C;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL,AWS;Linux,,Eclipse;Notepad++;Vim;Visual Studio,Linux-based,2,Yes,Neither agree nor disagree,10 (Very Likely),A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
68309,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer,9-11 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
69339,Yes,Yes,Singapore,"Yes, full-time","Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Full-stack developer;Student,6-8 years,0-2 years,I am actively looking for a job,Less than a year ago,5.0,,Haskell;JavaScript;Python;SQL;Swift;HTML;CSS,MySQL;MariaDB,,Django;Node.js;React,IntelliJ;PyCharm;Sublime Text,Linux-based,2,Yes,Neither agree nor disagree,8,Daily or almost daily,Yes,A few times per week,Yes,Yes,7,Yes
78134,Yes,No,Singapore,No,"Independent contractor, freelancer, or self-employed",Primary/elementary school,,,Front-end developer;Mobile developer;Student,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,,C++;Java,,Android,,Android Studio,Windows,1,No,Neither agree nor disagree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,I'm not sure
88575,Yes,No,Singapore,No,Employed full-time,Some college/university study without earning a degree,"A health science (ex. nursing, pharmacy, radiology)",,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,15-17 years,15-17 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,11.0,4200,C#;JavaScript;PHP;SQL;TypeScript;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;MariaDB,Heroku;Linux;SharePoint;WordPress;Firebase,.NET Core;Node.js;React;Cordova,Atom;Notepad++;Sublime Text;Vim;Visual Studio;Visual Studio Code,Windows,1,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,Yes,5,Yes
98023,Yes,No,Singapore,"Yes, full-time","Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"A natural science (ex. biology, chemistry, physics)",,Data scientist or machine learning specialist;Student,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,2000,Haskell;Julia;Python;R;HTML;CSS,,Arduino,TensorFlow,Atom;IntelliJ;IPython / Jupyter;PyCharm;TextMate;Visual Studio Code,MacOS,1,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,Daily or almost daily,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
100400,Yes,No,Singapore,,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Mobile developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,7.0,1000,C#;Java;JavaScript;Python;HTML;CSS,SQL Server;MySQL,Azure;Raspberry Pi;Windows Phone;WordPress,.NET Core,Android Studio;IntelliJ;Vim;Visual Studio;Visual Studio Code;Xcode,MacOS,2,No,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I have one but it's out of date",,Yes
101248,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Full-stack developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5.0,4500,JavaScript;SQL;HTML;CSS;Bash/Shell,SQLite,Android;iOS;Mac OS,Angular;Node.js;Cordova,Visual Studio Code,Windows,1,Yes,Strongly disagree,10 (Very Likely),Multiple times per day,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
844,Yes,No,Singapore,"Yes, full-time","Not employed, and not looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Full-stack developer;Student,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",I've never had a job,11.0,600,C++;C#;Java;JavaScript;Python;HTML;CSS,MongoDB;SQL Server;MySQL;SQLite;Amazon DynamoDB,AWS;Raspberry Pi;SharePoint;Windows Desktop or Server;Firebase,.NET Core,NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,1,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,,No
1525,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Mobile developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,2.0,,C;C++;Java,SQLite,Android,,Android Studio;Atom;Notepad++;Vim,Linux-based,1,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes
2278,Yes,No,Singapore,No,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Educator or academic researcher;Front-end developer;Full-stack developer;Product manager,12-14 years,6-8 years,I am actively looking for a job,Between 1 and 2 years ago,,,,,,,,,,,,,,,,,,,
7921,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work",Associate degree,"Another engineering discipline (ex. civil, electrical, mechanical)",,Back-end developer;Front-end developer;Full-stack developer;Mobile developer;Student,3-5 years,0-2 years,I am actively looking for a job,Between 1 and 2 years ago,2.0,,Assembly;C++;JavaScript;Objective-C;PHP;Python;R;SQL;Swift;Kotlin;HTML;CSS;Bash/Shell,SQL Server;MySQL;Google Cloud Storage,Android;iOS;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server;Firebase,Hadoop;Node.js;React;TensorFlow,Atom;IPython / Jupyter;Visual Studio Code;Xcode,MacOS,2,Yes,Neither agree nor disagree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",8,I'm not sure
12912,No,Yes,Singapore,"Yes, full-time","Not employed, and not looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Data or business analyst;Data scientist or machine learning specialist;Mobile developer;Student,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
17993,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Designer;Educator or academic researcher;Front-end developer;Full-stack developer;Product manager;Student,3-5 years,3-5 years,I am actively looking for a job,Between 1 and 2 years ago,3.0,,C#;Java;JavaScript;Matlab;R;HTML;CSS,"Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",Google Cloud Platform/App Engine;Heroku;Firebase,Angular;Node.js,Atom;Sublime Text;Visual Studio;Visual Studio Code,MacOS,1,No,Somewhat agree,10 (Very Likely),Multiple times per day,No,,Yes,,8,Yes
19603,No,No,Singapore,,,Associate degree,I never declared a major,,Back-end developer;Database administrator;Designer;Front-end developer;Full-stack developer;Mobile developer;Student,3-5 years,0-2 years,I am actively looking for a job,I've never had a job,,,Assembly;C;Java;JavaScript;PHP;Python;SQL;Swift;HTML;CSS,SQL Server;MySQL;SQLite;MariaDB;Google Cloud Storage,Android;Arduino;Google Cloud Platform/App Engine;iOS;WordPress;Firebase,,Android Studio;Eclipse;NetBeans;Notepad++,Windows,1,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",10 (Very Likely),Yes
21239,No,No,Singapore,No,,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer,15-17 years,15-17 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
24806,Yes,Yes,Singapore,No,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Game or graphics developer;Student,3-5 years,3-5 years,I am not interested in new job opportunities,I've never had a job,,,C;C++,,Apple Watch or Apple TV;Arduino,Node.js,Notepad++;Visual Studio;Visual Studio Code,,,I'm not sure/I don't know,Neither agree nor disagree,9,Multiple times per day,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
30067,Yes,No,Singapore,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Designer;Front-end developer;Full-stack developer;Student,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,7.0,,C#;JavaScript;TypeScript,"MongoDB;SQL Server;MySQL;Amazon DynamoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure;Heroku;IBM Cloud or Watson;iOS;Mac OS;Raspberry Pi;Firebase,Angular;.NET Core;Node.js,Visual Studio;Visual Studio Code,MacOS,1,Yes,Strongly agree,9,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
32099,Yes,No,Singapore,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Database administrator;Designer;Front-end developer;Game or graphics developer;Mobile developer;QA or test developer;Student,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",I've never had a job,3.0,0,Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,Android;Windows Desktop or Server,Node.js,Android Studio;IntelliJ;Notepad++;Visual Studio Code,Windows,1,No,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
32393,Yes,Yes,Singapore,No,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Data scientist or machine learning specialist;Database administrator;Desktop or enterprise applications developer;DevOps specialist;Front-end developer;Full-stack developer;Mobile developer;Student;System administrator,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,10.0,,Go;JavaScript;Perl;PHP;Python;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;SQLite;MariaDB;Google Cloud Storage,Android;AWS;Google Cloud Platform/App Engine;Heroku;iOS;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server;Firebase,Node.js;React,IntelliJ;Sublime Text;Visual Studio Code,Windows,1,Yes,Strongly agree,10 (Very Likely),A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
35506,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Data or business analyst;Data scientist or machine learning specialist;Student,3-5 years,0-2 years,I am actively looking for a job,Less than a year ago,,,C;C++;Java;Matlab;Python;Scala;SQL;Bash/Shell,SQL Server;SQLite,Linux;Firebase,Django,IntelliJ;Sublime Text;Vim,MacOS,2,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",7,Yes
43060,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Front-end developer;Full-stack developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,1500,Assembly;C;C++;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB,Arduino;Heroku,Node.js;React;TensorFlow,Visual Studio Code,MacOS,1,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
46393,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work",,,,Back-end developer;Data scientist or machine learning specialist;Mobile developer;Student,0-2 years,0-2 years,I am actively looking for a job,Less than a year ago,4.0,,C;C#;Java;JavaScript;PHP;R;SQL;HTML;CSS,SQL Server;MySQL,Android;AWS,,Visual Studio,Windows,1,No,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",10 (Very Likely),Yes
48364,Yes,Yes,Singapore,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",,Back-end developer;Designer;Front-end developer;Game or graphics developer;Mobile developer;Student,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,11.0,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure
50389,Yes,Yes,Singapore,"Yes, full-time","Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Data scientist or machine learning specialist;Game or graphics developer;QA or test developer;Student,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,6.0,,C++;C#;F#;Haskell;Java;JavaScript;Lua;Python;R;Scala;SQL;Kotlin;HTML;CSS;Bash/Shell,"SQL Server;MySQL;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",Android;Azure;Linux;Mainframe;Windows Desktop or Server;WordPress,.NET Core;Node.js;React;Xamarin,Atom;Sublime Text;Visual Studio Code,Windows,2,Yes,Somewhat agree,8,A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,,Yes
52026,Yes,Yes,Singapore,"Yes, full-time","Not employed, and not looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Database administrator;Designer;DevOps specialist;Front-end developer;Full-stack developer;Student,12-14 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,7.0,,Assembly;C++;Java;JavaScript;Objective-C;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,Cassandra;MongoDB;Redis;MySQL;PostgreSQL;Memcached;Amazon RDS/Aurora,AWS;Heroku;Linux;Mac OS;Raspberry Pi;WordPress,Angular;Node.js,Atom;IntelliJ;Vim,MacOS,1,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",5,Yes
52233,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work",Some college/university study without earning a degree,"Another engineering discipline (ex. civil, electrical, mechanical)",,Front-end developer;Full-stack developer,0-2 years,0-2 years,I am actively looking for a job,I've never had a job,7.0,,C;JavaScript;Python;HTML;CSS,MongoDB,,Node.js;React,Atom;Visual Studio Code;Xcode,MacOS,2,Yes,Somewhat disagree,6,A few times per month or weekly,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",6,No
53222,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work",,,,Designer;Front-end developer;Full-stack developer;Mobile developer;Student,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,9.0,,,,,,Android Studio;Sublime Text,MacOS,1,No,Neither agree nor disagree,7,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,No
53962,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",,Data or business analyst;Data scientist or machine learning specialist;Database administrator,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,6.0,,C++;Java;Python;SQL;Bash/Shell,MySQL;PostgreSQL;Apache Hive;Google Cloud Storage,AWS;Linux;Mac OS,Hadoop;Spark;TensorFlow,Eclipse;IPython / Jupyter;PyCharm;Sublime Text,MacOS,2,Yes,Strongly agree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
58013,Yes,No,Singapore,No,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Designer;Desktop or enterprise applications developer;Full-stack developer;Mobile developer,15-17 years,0-2 years,,,,,,,,,,,,,,,,,,,,,
60995,Yes,Yes,Singapore,"Yes, full-time","Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Front-end developer;Mobile developer;Student,3-5 years,0-2 years,I am actively looking for a job,Between 1 and 2 years ago,3.0,0,C;Java;JavaScript;Python;SQL;Swift;HTML;CSS;Bash/Shell,MongoDB,Android;Heroku;iOS,React,Atom;Vim,MacOS,2,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
63051,Yes,No,Singapore,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Database administrator;Student,3-5 years,0-2 years,I am not interested in new job opportunities,I've never had a job,8.0,,C++;JavaScript;Objective-C;PHP;SQL;Swift;HTML;CSS,MySQL,Android;iOS;Mac OS;WordPress,,Xcode,MacOS,1,Yes,Strongly agree,6,A few times per week,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
70465,Yes,Yes,Singapore,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Front-end developer;Game or graphics developer;Mobile developer;Student,0-2 years,0-2 years,I am not interested in new job opportunities,I've never had a job,7.0,,C++;JavaScript;Python;HTML,MySQL;SQLite,Arduino;Raspberry Pi;Windows Desktop or Server,.NET Core;Node.js,Atom;IPython / Jupyter;Notepad++;Visual Studio,Windows,1,No,Somewhat agree,9,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,No
71266,No,Yes,Singapore,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;Student,3-5 years,0-2 years,I am actively looking for a job,I've never had a job,,,,,,,,,,,,,,,,,,,
71522,No,No,Singapore,"Yes, full-time","Not employed, and not looking for work",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",,Back-end developer;Mobile developer;Student,3-5 years,0-2 years,I am not interested in new job opportunities,Less than a year ago,,,,,,,,,,,,,,,,,,,
75331,Yes,No,Singapore,No,"Not employed, and not looking for work",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",,Game or graphics developer;Student,0-2 years,0-2 years,I am not interested in new job opportunities,Less than a year ago,9.0,,Java;JavaScript;HTML;CSS,,Android,,Eclipse;Vim,Windows,2,Yes,Somewhat agree,9,A few times per week,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
75544,Yes,No,Singapore,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Database administrator;Mobile developer;Student,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,600,Java;PHP;SQL;HTML,MySQL;SQLite,Android;Windows Desktop or Server,,Android Studio;NetBeans,Windows,1,Yes,Somewhat agree,8,Daily or almost daily,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,No
77648,No,No,Singapore,,,,,,,,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
80336,Yes,Yes,Singapore,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)",,Back-end developer;Data or business analyst;Full-stack developer;Student,0-2 years,0-2 years,I am actively looking for a job,Less than a year ago,8.0,10000,C#;Go;Java;JavaScript;PHP;Python;VBA;HTML;CSS;Bash/Shell,MySQL;SQLite,Linux,React,Atom;IPython / Jupyter;Notepad++;Visual Studio,Linux-based,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,Yes,"No, I know what it is but I don't have one",10 (Very Likely),Yes
80774,No,No,Singapore,No,,Some college/university study without earning a degree,"Information systems, information technology, or system administration",,Designer;Front-end developer;Student,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,11.0,,C#;Java;JavaScript;SQL;HTML;CSS,,AWS;Linux;Windows Desktop or Server,Angular;Xamarin,Android Studio;Eclipse;Visual Studio,Windows,1,No,Somewhat agree,7,A few times per week,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
81570,Yes,No,Singapore,No,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Data or business analyst;Student,3-5 years,0-2 years,I am actively looking for a job,I've never had a job,2.0,0,C++;JavaScript;HTML;CSS,MongoDB,Arduino;Heroku;Raspberry Pi,Node.js,Sublime Text,Windows,1,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
82112,No,No,Singapore,"Yes, full-time",Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Mobile developer;Student,3-5 years,0-2 years,I am actively looking for a job,Less than a year ago,,,,,,,,,,,,,,,,,,,
84033,Yes,No,Singapore,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Data scientist or machine learning specialist;Database administrator;Designer;Desktop or enterprise applications developer;Educator or academic researcher;Embedded applications or devices developer;Engineering manager;Front-end developer;Full-stack developer;Game or graphics developer;Mobile developer;Product manager;QA or test developer;Student;System administrator",0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,,,C;C++;Java;JavaScript;PHP;Python;Swift;HTML;CSS;Bash/Shell,"Amazon Redshift;Amazon RDS/Aurora;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",Arduino;AWS;Google Cloud Platform/App Engine;Heroku;iOS;Raspberry Pi;Serverless;WordPress;Firebase,Angular;Django;Node.js;React;Spark;TensorFlow;Torch/PyTorch,Atom;Eclipse;NetBeans;Visual Studio;Visual Studio Code;Xcode,MacOS,2,I'm not sure/I don't know,Strongly agree,,,,,,,,
90452,Yes,Yes,Singapore,No,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Engineering manager;Front-end developer;Full-stack developer;Mobile developer;Student;System administrator,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,,,C;C++;Java;Objective-C;Python;SQL;Swift;Kotlin;Bash/Shell,MySQL;MariaDB;Amazon DynamoDB,Android;Apple Watch or Apple TV;Arduino;AWS;ESP8266;iOS;Raspberry Pi;Firebase,,Android Studio;Atom;PHPStorm;Vim;Xcode,MacOS,1,Yes,Somewhat agree,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",6,Yes
91915,Yes,Yes,Singapore,No,"Not employed, and not looking for work",,,,Designer;Front-end developer;Mobile developer;Student,0-2 years,0-2 years,I am not interested in new job opportunities,I've never had a job,,,Java;JavaScript;Python;TypeScript;HTML;CSS;Bash/Shell,,Android;Firebase,Angular;Node.js,Android Studio;Eclipse;IntelliJ;Visual Studio Code,MacOS,1,Yes,Somewhat disagree,10 (Very Likely),Daily or almost daily,Yes,Daily or almost daily,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
93995,Yes,Yes,Singapore,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Data scientist or machine learning specialist;Designer;Desktop or enterprise applications developer;Front-end developer;Student;System administrator,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5.0,,C++;Java;JavaScript;Lua;Objective-C;Python;Swift;HTML;CSS;Bash/Shell,Google Cloud Storage,iOS;Linux;Mac OS;WordPress,TensorFlow,Atom;IntelliJ;Xcode,MacOS,1,Yes,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, I know what it is but I don't have one",10 (Very Likely),Yes
98961,Yes,No,Singapore,"Yes, full-time","Not employed, and not looking for work",Some college/university study without earning a degree,"Information systems, information technology, or system administration",,QA or test developer;Student,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",I've never had a job,,,,,,,,,,,,9,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,,Yes
